rank,player_name,age,gender,club,league,nationality,position,preffered_foot,height_(in cm),weight_(in kg),alt_position,ovr,pac,pac+-,sho,sho+-,pas,pas+-,dri,dri+-,def,def+-,phy,phy+-,image_url
6856,Doğukan Sinik,25,M,Hull City,EFL Championship,Turkey,LM,Right,180,71,"['RM', 'LW']",68,81,0,62,-1,64,-1,72,-3,38,0,48,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p234129.png?padding=0.7
6856,Tobias Sippel,36,M,M'gladbach,Bundesliga,Germany,GK,Right,183,80,,68,67,-2,65,-1,74,0,67,-4,47,0,66,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p177475.png?padding=0.7
6856,Jonathan Sirois,23,M,CF Montréal,MLS,Canada,GK,Right,187,74,,68,69,0,65,0,55,0,69,0,34,0,69,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247494.png?padding=0.7
6856,Abdoulaye Sissako,26,M,KV Kortrijk,1A Pro League,France,CM,Right,186,81,['CDM'],68,71,0,58,0,65,0,72,0,64,0,77,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235799.png?padding=0.7
6856,Maxime Sivis,26,M,FC Dinamo 1948,SUPERLIGA,France,RB,Right,173,73,,68,76,2,58,0,60,0,66,2,62,1,73,7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262788.png?padding=0.7
6856,Tom Slončík,19,M,Viktoria Plzeň,Česká Liga,Czech Republic,CAM,Right,183,73,,68,67,0,67,0,67,0,70,0,42,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p72612.png?padding=0.7
6856,Gabriel Slonina,20,M,Barnsley,EFL League One,United States,GK,Right,193,89,,68,70,1,65,3,63,1,70,5,45,4,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p248158.png?padding=0.7
6856,Sam Smith,26,M,Reading,EFL League One,England,ST,Left,185,73,,68,74,0,66,1,57,0,66,2,29,0,76,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235247.png?padding=0.7
6856,Paul Smyth,27,M,QPR,EFL Championship,Northern Ireland,RM,Right,173,69,"['LM', 'RW']",68,90,1,59,-2,60,3,71,1,40,9,55,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241075.png?padding=0.7
6856,Soberón,27,M,Real Zaragoza,LALIGA HYPERMOTION,Spain,ST,Right,175,68,,68,70,2,69,3,56,0,67,0,34,1,53,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251922.png?padding=0.7
6856,Dejan Sorgić,35,M,FC Sion,CSSL,Switzerland,ST,Right,177,70,,68,63,0,69,0,62,0,69,0,41,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p190058.png?padding=0.7
6856,Gonzalo Sosa,35,M,Palestino,Libertadores,Argentina,ST,Right,185,78,,68,53,-6,71,-1,45,0,62,-1,21,0,67,-4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265641.png?padding=0.7
6856,Eduardo Sosa,28,M,Deportes Tolima,Sudamericana,Venezuela,CAM,Right,170,75,,68,70,0,68,0,62,0,72,0,39,0,64,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242050.png?padding=0.7
6856,Guillermo Soto,30,M,Uni. Católica,Sudamericana,Chile,RB,Right,177,69,,68,77,0,27,0,61,0,66,0,63,0,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242306.png?padding=0.7
6856,Sambou Soumano,23,M,FC Lorient,Ligue 2 BKT,Senegal,ST,Right,182,75,,68,69,0,69,3,52,2,69,2,25,0,53,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257978.png?padding=0.7
6856,Issa Soumaré,24,M,Havre AC,Ligue 1 McDonald's,Senegal,LM,Right,182,78,"['ST', 'LW']",68,82,0,64,0,59,0,68,0,19,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253121.png?padding=0.7
6856,Furkan Soyalp,29,M,Gaziantep,Trendyol Süper Lig,Turkey,CM,Right,175,68,"['CDM', 'CAM']",68,70,0,62,0,69,0,70,0,54,0,64,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224488.png?padding=0.7
6856,Blair Spittal,28,M,Hearts,Scottish Prem,Scotland,CM,Right,184,77,['CAM'],68,75,0,67,6,68,4,70,4,55,3,67,8,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p223663.png?padding=0.7
6856,Dennis Srbeny,30,M,Fürth ,Bundesliga 2,Germany,ST,Right,190,84,['CAM'],68,64,-2,66,-1,59,0,68,0,33,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239097.png?padding=0.7
6856,Apostolos Stamatelopoulos,25,M,Motherwell,Scottish Prem,Australia,ST,Right,184,84,,68,70,14,66,6,58,17,65,15,40,12,79,12,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241245.png?padding=0.7
6856,Jozo Stanić,25,M,FC St. Gallen,CSSL,Croatia,CB,Right,184,80,['RB'],68,61,0,28,0,57,0,59,0,68,3,75,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244490.png?padding=0.7
6856,Lucas Stassin,19,M,AS Saint-Étienne,Ligue 1 McDonald's,Belgium,ST,Right,183,71,,68,69,3,72,5,63,11,68,5,34,12,57,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262657.png?padding=0.7
6856,Jed Steer,32,M,Peterborough,EFL League One,England,GK,Left,183,80,,68,69,0,67,0,67,0,68,0,51,0,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192317.png?padding=0.7
6856,Regan Steigleder,26,F,KC Current,NWSL,United States,LB,Right,170,63,,68,70,0,48,0,61,0,58,0,70,0,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p70592.png?padding=0.7
6856,Enda Stevens,34,M,Stoke City,EFL Championship,Republic of Ireland,LB,Left,183,78,,68,63,-2,45,0,63,-1,65,-4,65,-1,73,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p192546.png?padding=0.7
6856,Paul Stock,27,M,SV Elversberg,Bundesliga 2,Germany,CAM,Right,188,86,"['ST', 'CM']",68,68,2,65,6,67,2,66,8,54,0,74,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276319.png?padding=0.7
6856,Mikaela Stojanovska,17,F,FC Rosengård,Sverige Liga,Sweden,RB,Right,170,59,,68,64,0,38,0,55,0,61,0,66,0,55,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276237.png?padding=0.7
6856,Luca Strizzolo,32,M,Cosenza,Serie BKT,Italy,ST,Right,188,83,,68,71,1,66,0,56,5,64,1,32,0,74,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p235867.png?padding=0.7
6856,Brad Stuver,33,M,Austin FC,MLS,United States,GK,Right,191,81,,68,68,0,68,0,66,0,69,0,47,0,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p213206.png?padding=0.7
6856,Boško Šutalo,24,M,Standard Liège,1A Pro League,Croatia,CB,Right,188,72,,68,60,-1,44,0,56,0,62,-1,70,-4,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255891.png?padding=0.7
6856,Yuito Suzuki,23,M,Brøndby IF,3F Superliga,Japan,CAM,Right,175,66,['ST'],68,73,0,68,0,63,0,72,0,48,0,52,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255185.png?padding=0.7
6856,Sander Svendsen,27,M,Viking FK,Eliteserien,Norway,RW,Right,172,67,"['LW', 'ST', 'RM']",68,82,1,64,-1,62,0,70,0,36,0,66,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p215195.png?padding=0.7
6856,Maisie Symonds,21,F,Brighton,Barclays WSL,England,CM,Right,173,65,,68,68,4,64,0,67,0,70,0,62,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265292.png?padding=0.7
6856,Gábor Szalai,24,M,Ferencvárosi TC,Magyar Liga,Hungary,CB,Left,191,87,,68,54,0,38,0,41,0,46,0,67,0,76,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p275644.png?padding=0.7
6856,Péter Szappanos,34,M,Al Fateh,ROSHN Saudi League,Hungary,GK,Right,194,93,,68,66,0,63,0,60,0,74,0,24,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p268099.png?padding=0.7
6856,Patryk Szysz,26,M,Başakşehir,Trendyol Süper Lig,Poland,RM,Left,177,70,"['ST', 'LM', 'RW']",68,84,0,69,0,59,0,68,0,33,0,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233835.png?padding=0.7
6856,Waniss Taïbi,22,M,Rodez AF,Ligue 2 BKT,France,CM,Right,184,70,['CAM'],68,53,1,50,0,68,3,69,2,56,3,66,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251855.png?padding=0.7
6856,Maksym Taloverov,24,M,LASK,Ö. Bundesliga,Ukraine,CB,Right,195,84,['CDM'],68,58,0,38,0,54,0,57,1,67,0,75,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266180.png?padding=0.7
6856,Tang Xin,34,M,Rongcheng FC,CSL,China PR,RB,Left,176,69,['LB'],68,76,0,32,0,48,0,61,0,64,0,71,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241252.png?padding=0.7
6856,Tang Miao,34,M,Rongcheng FC,CSL,China PR,RB,Right,176,76,"['RM', 'CB']",68,80,0,42,9,63,0,67,-2,60,-2,78,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p222278.png?padding=0.7
6856,George Tanner,25,M,Bristol City,EFL Championship,England,RB,Right,181,71,['CB'],68,71,-1,43,0,55,2,65,2,65,3,67,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242800.png?padding=0.7
6856,Gonzalo Tapia,22,M,Uni. Católica,Sudamericana,Chile,RM,Right,178,78,"['RW', 'ST']",68,79,-2,61,3,58,1,69,1,25,0,67,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256532.png?padding=0.7
6856,Yohan Tavares,36,M,Laval MFC,Ligue 2 BKT,Portugal,CB,Right,188,83,,68,55,0,41,0,52,0,56,0,68,0,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p199051.png?padding=0.7
6856,Elayis Tavşan,23,M,Cesena,Serie BKT,Holland,RW,Left,183,74,['RM'],68,79,-6,64,4,62,1,71,-2,24,0,55,-4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262335.png?padding=0.7
6856,Jack Taylor,26,M,Ipswich,Premier League,Republic of Ireland,CDM,Right,185,70,['CM'],68,72,-1,65,-1,64,-1,67,-2,64,-1,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233851.png?padding=0.7
6856,Duplexe Tchamba,26,M,Casa Pia AC,Liga Portugal,Cameroon,CB,Left,191,79,,68,69,2,35,0,45,0,54,1,67,2,78,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240728.png?padding=0.7
6856,Malik Tchokounté,36,M,Laval MFC,Ligue 2 BKT,France,ST,Right,186,80,,68,40,0,69,-1,54,0,64,-1,24,0,79,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240133.png?padding=0.7
6856,Bryan Teixeira,24,M,1. FC Magdeburg,Bundesliga 2,Cape Verde Islands,ST,Right,174,73,"['LW', 'CAM']",68,81,-1,65,-4,65,0,72,-4,48,0,67,-3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247640.png?padding=0.7
6856,Lino Tempelmann,25,M,FC Schalke 04,Bundesliga 2,Germany,CM,Right,175,75,['CDM'],68,76,1,56,2,64,0,70,-4,66,0,68,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241085.png?padding=0.7
6856,Anna Terestyényi,23,F,Turbine Potsdam,GPFBL,Hungary,GK,Right,170,62,,68,66,0,66,0,72,0,65,0,22,0,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p73244.png?padding=0.7
6856,Robert Tesche,37,M,VfL Osnabrück,3. Liga,Germany,CM,Right,182,78,['CDM'],68,39,-13,66,0,68,-1,67,-2,68,0,69,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p183632.png?padding=0.7
6856,Jamal Thiaré,31,M,Atlanta United,MLS,Senegal,ST,Right,180,68,,68,87,0,65,0,56,0,69,0,22,0,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212790.png?padding=0.7
6856,Stefán Teitur Thórdarson,26,M,Preston,EFL Championship,Iceland,CM,Right,189,76,['CAM'],68,60,-3,65,8,64,4,65,1,62,2,69,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262551.png?padding=0.7
6856,Konstantinos Thymianis,23,M,PAOK FC,Hellas Liga,Greece,CDM,Right,186,74,['CB'],68,61,0,49,0,56,0,61,0,66,0,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p72884.png?padding=0.7
6856,Mohamed Tijani,27,M,Yverdon Sport FC,CSSL,Benin,CB,Left,190,90,,68,66,0,37,0,53,0,58,0,65,0,76,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256021.png?padding=0.7
6856,David Tijanić,27,M,Göztepe,Trendyol Süper Lig,Slovenia,CAM,Right,174,67,['CM'],68,75,0,66,0,66,0,73,0,49,0,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255109.png?padding=0.7
6856,Eoin Toal,25,M,Bolton,EFL League One,Northern Ireland,CB,Right,191,80,,68,50,-1,31,0,43,1,53,1,67,3,77,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p239540.png?padding=0.7
6856,Bastien Toma,25,M,FC St. Gallen,CSSL,Switzerland,CM,Right,174,67,"['CAM', 'CDM']",68,64,-1,63,0,66,0,72,0,63,0,67,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240241.png?padding=0.7
6856,Guti,33,M,Sport Huancayo,Sudamericana,Brazil,CB,Right,187,83,,68,41,0,29,0,50,0,48,0,67,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p203257.png?padding=0.7
6856,Jon Toral,29,M,Mumbai City FC,ISL,Spain,CAM,Left,184,77,"['RM', 'CM']",68,70,0,61,0,69,0,67,0,50,0,47,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p203746.png?padding=0.7
6856,Tidjany Touré,22,M,Gil Vicente,Liga Portugal,France,LM,Right,184,74,['LW'],68,83,0,61,0,60,0,71,0,26,0,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p277070.png?padding=0.7
6856,Mathys Tourraine,23,M,Paris FC,Ligue 2 BKT,Morocco,RB,Right,170,68,,68,76,0,39,0,56,0,64,0,63,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p274845.png?padding=0.7
6856,Lisandru Tramoni,21,M,SC Bastia,Ligue 2 BKT,France,RM,Left,180,62,['RW'],68,79,8,61,6,65,3,69,3,42,3,62,11,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255174.png?padding=0.7
6856,Bénie Traoré,21,M,FC Basel 1893,CSSL,Côte d'Ivoire,ST,Right,172,64,['RW'],68,86,0,65,0,54,0,75,2,32,0,63,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260651.png?padding=0.7
6856,Wil Trapp,31,M,Minnesota United,MLS,United States,CDM,Right,173,69,['CM'],68,48,0,50,0,65,0,68,-1,64,0,66,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212424.png?padding=0.7
6856,Arnór Ingvi Traustason,31,M,IFK Norrköping,Allsvenskan,Iceland,CM,Right,183,75,"['LM', 'CDM']",68,78,-1,68,2,68,1,70,-1,58,1,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p211177.png?padding=0.7
6856,Franco Troyansky,27,M,Gimnasia,Primera División,Argentina,ST,Left,178,77,"['LM', 'RM']",68,75,0,67,-3,63,-6,70,-1,36,1,72,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233057.png?padding=0.7
6856,Kevin Tshiembe,27,M,Brøndby IF,3F Superliga,Denmark,CB,Right,186,80,,68,74,0,40,0,53,-1,56,-3,66,-1,78,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238725.png?padding=0.7
6856,Amy Turner,33,F,Spurs,Barclays WSL,England,CB,Right,166,60,,68,36,-4,27,0,48,0,52,0,68,0,66,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228081.png?padding=0.7
6856,Turrientes,22,M,Real Sociedad,LALIGA EA SPORTS,Spain,CM,Right,181,70,['CDM'],68,66,0,51,0,69,0,67,0,60,0,53,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262510.png?padding=0.7
6856,Marián Tvrdoň,30,M,Viktoria Plzeň,Česká Liga,Slovakia,GK,Right,194,85,,68,69,0,67,0,68,0,71,0,30,0,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263283.png?padding=0.7
6856,Naci Ünüvar,21,M,RCD Espanyol,LALIGA EA SPORTS,Turkey,LW,Right,168,63,"['CAM', 'LM']",68,64,-5,61,3,68,1,73,1,37,0,45,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255010.png?padding=0.7
6856,Luciano Ursino,36,M,The Strongest,Libertadores,Bolivia,CM,Right,180,77,"['CDM', 'CAM']",68,67,0,66,1,69,0,71,1,54,-1,56,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259961.png?padding=0.7
6856,Ramiro Vaca,25,M,Bolívar,Libertadores,Bolivia,CAM,Right,176,61,['CM'],68,74,0,68,1,67,0,71,0,26,0,40,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p247885.png?padding=0.7
6856,Naomie Vagre,23,F,FC Nantes,Arkema PL,France,ST,Right,169,57,,68,66,0,68,0,49,0,68,0,25,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p73764.png?padding=0.7
6856,Margaux Vairon,21,F,Dijon FCO,Arkema PL,France,RB,Right,166,50,['LB'],68,66,0,42,0,55,0,53,0,69,0,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p270708.png?padding=0.7
6856,Hakon Valdimarsson,23,M,Brentford,Premier League,Iceland,GK,Right,195,89,,68,68,2,65,0,64,1,69,2,20,0,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264133.png?padding=0.7
6856,Ever Valencia,27,M,América de Cali,Sudamericana,Colombia,LM,Left,175,70,['LW'],68,84,0,55,0,60,0,70,0,44,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229843.png?padding=0.7
6856,Milton Valenzuela,26,M,FC Lugano,CSSL,Argentina,LB,Left,170,65,['LM'],68,75,0,44,0,65,1,68,0,62,0,69,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p232708.png?padding=0.7
6856,Valera,22,M,Valencia CF,LALIGA EA SPORTS,Spain,RM,Left,170,68,"['LM', 'RW']",68,83,1,62,-3,61,-1,71,0,26,0,42,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p254860.png?padding=0.7
6856,Álex Valle,20,M,Celtic,Scottish Prem,Spain,LB,Left,183,57,['LM'],68,72,0,46,0,64,0,68,0,62,0,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p273875.png?padding=0.7
6856,Jules Van Cleemput,27,M,KV Mechelen,1A Pro League,Belgium,CB,Right,183,73,['RB'],68,71,0,31,0,63,0,66,-2,68,-3,70,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229648.png?padding=0.7
6856,Tom van de Looi,25,M,FC Famalicão,Liga Portugal,Holland,CDM,Right,186,80,['CM'],68,67,0,65,0,67,0,69,0,64,0,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p240685.png?padding=0.7
6856,Davy van den Berg,24,M,PEC Zwolle,Eredivisie,Holland,CM,Left,185,75,"['CDM', 'LM']",68,66,-8,66,10,66,5,67,1,60,4,75,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p258984.png?padding=0.7
6856,Jan Van den Bergh,30,M,NAC Breda,Eredivisie,Belgium,CB,Left,188,78,['LB'],68,65,0,52,0,60,0,63,0,69,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p246716.png?padding=0.7
6856,Djevencio van der Kust,23,M,Sparta Rotterdam,Eredivisie,Suriname,LB,Left,168,60,,68,87,1,40,0,55,2,66,0,60,0,61,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264248.png?padding=0.7
6856,Tom Vandenberghe,32,M,KV Kortrijk,1A Pro League,Belgium,GK,Right,190,78,,68,68,0,65,0,61,0,69,2,29,0,70,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269752.png?padding=0.7
6856,Jonathan Varane,23,M,QPR,EFL Championship,France,CDM,Right,185,75,['CM'],68,59,-1,46,2,62,-2,65,2,66,1,72,8,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p262072.png?padding=0.7
6856,Cristopher Varela,24,M,Dep. La Guaira,Sudamericana,Venezuela,GK,Right,187,74,,68,64,0,68,0,71,0,70,0,33,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253791.png?padding=0.7
6856,José Varela,36,M,Racing Club,Sudamericana,Uruguay,CM,Right,178,74,,68,66,0,64,0,71,0,69,0,52,0,57,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p279918.png?padding=0.7
6856,Diego Pampín,24,M,Levante UD,LALIGA HYPERMOTION,Spain,LB,Left,173,65,['LM'],68,70,14,40,6,61,1,64,5,64,-3,61,8,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241055.png?padding=0.7
6856,Dal Varešanović,23,M,Çaykur Rizespor,Trendyol Süper Lig,Bosnia and Herzegovina,CAM,Right,177,73,['CM'],68,65,0,63,0,65,0,70,0,40,0,53,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p277627.png?padding=0.7
6856,Kerwin Vargas,22,M,Charlotte FC,MLS,Colombia,LW,Right,182,74,"['RM', 'RW', 'LM']",68,81,0,59,0,66,0,69,0,31,0,59,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269913.png?padding=0.7
6856,Kenneth Vargas,22,M,Hearts,Scottish Prem,Costa Rica,ST,Right,175,70,"['RM', 'LM']",68,82,0,69,0,50,0,68,0,22,0,54,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p268710.png?padding=0.7
6856,Aljoša Vasić,22,M,Palermo,Serie BKT,Serbia,CM,Right,188,78,['CAM'],68,77,0,64,0,68,0,73,0,66,0,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276451.png?padding=0.7
6856,Devis Vásquez,26,M,Empoli,Serie A Enilive,Colombia,GK,Right,195,93,,68,67,-5,66,-4,68,-4,71,-4,38,1,64,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233189.png?padding=0.7
6856,Ignacio Vázquez,27,M,Platense,Primera División,Argentina,CB,Left,188,84,,68,43,-5,29,0,40,0,43,0,70,1,77,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264365.png?padding=0.7
6856,Román Vega,20,M,Argentinos Jrs.,Sudamericana,Argentina,LB,Left,177,74,,68,71,0,31,0,60,0,65,0,63,0,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263515.png?padding=0.7
6856,Dylan Vente,25,M,PEC Zwolle,Eredivisie,Suriname,ST,Right,181,70,,68,74,0,68,1,55,0,66,0,27,0,57,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237807.png?padding=0.7
6856,Jesper Verlaat,28,M,1860 München,3. Liga,Holland,CB,Right,192,87,,68,50,-4,26,0,47,0,55,0,67,0,79,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p238779.png?padding=0.7
6856,Clément Vidal,24,M,AC Ajaccio,Ligue 2 BKT,France,CB,Right,181,76,,68,47,0,35,0,47,0,57,0,69,-1,68,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244476.png?padding=0.7
6856,Gabriel Vidović,20,M,1. FSV Mainz 05,Bundesliga,Croatia,LW,Right,180,76,"['LM', 'ST']",68,67,-1,67,4,61,2,74,2,26,4,53,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p267899.png?padding=0.7
6856,Vieirinha,38,M,PAOK FC,Hellas Liga,Portugal,LB,Right,172,73,['RB'],68,64,-1,73,0,73,0,72,-1,65,-1,57,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p177553.png?padding=0.7
6856,Leonardo Villagra,34,M,S. Ameliano,Sudamericana,Paraguay,ST,Left,181,79,,68,70,0,70,0,58,0,63,0,23,0,66,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p221459.png?padding=0.7
6856,Guido Villar,29,M,IDV,Libertadores,Argentina,GK,Right,193,79,,68,68,1,65,4,65,2,69,2,18,0,66,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237046.png?padding=0.7
6856,Žan Vipotnik,22,M,Swansea City,EFL Championship,Slovenia,ST,Right,185,81,,68,63,0,68,0,55,0,66,0,22,0,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276716.png?padding=0.7
